EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
17.473,10.522,-39.679,9.154,-20.036,-15.824,-52.661,-12.228,-0.027,0.982,-0.202,1.129,-1.434,-0.885,80.000,43582.000,1.000
22.152,18.112,-56.695,13.291,-7.897,-19.070,-48.010,-10.374,-0.028,0.981,-0.204,1.312,-1.404,-0.824,80.000,43583.000,1.000
26.616,24.386,-68.809,17.065,2.807,-20.086,-41.150,-7.300,-0.027,0.983,-0.204,1.404,-1.343,-0.763,80.000,43584.000,1.000
29.755,27.169,-77.153,18.974,10.892,-19.641,-33.572,-4.894,-0.025,0.985,-0.202,1.587,-1.221,-0.763,80.000,43585.000,1.000
31.166,25.677,-82.812,18.890,16.056,-18.379,-26.357,-3.597,-0.027,0.982,-0.201,1.678,-1.160,-0.732,80.000,43586.000,1.000
30.872,20.148,-86.179,17.758,17.863,-16.647,-20.073,-2.604,-0.027,0.981,-0.202,1.801,-1.190,-0.885,80.000,43587.000,1.000
29.038,11.294,-87.176,16.519,15.208,-14.662,-15.391,-1.431,-0.030,0.982,-0.202,1.953,-1.129,-0.824,80.000,43588.000,1.000
26.869,0.877,-84.132,16.251,8.500,-12.393,-11.725,-0.391,-0.030,0.983,-0.204,1.923,-1.038,-0.946,80.000,43589.000,1.000
24.943,-9.697,-76.334,16.705,-1.317,-10.122,-8.736,-0.447,-0.031,0.984,-0.202,1.984,-0.946,-1.007,80.000,43590.000,1.000
23.075,-19.711,-64.622,16.935,-12.905,-8.026,-6.047,-0.911,-0.029,0.985,-0.201,2.106,-1.160,-0.977,80.000,43591.000,1.000
20.880,-28.771,-50.889,16.252,-24.482,-5.733,-3.279,0.448,-0.027,0.986,-0.202,2.228,-1.068,-1.007,80.000,43592.000,1.000
18.266,-36.394,-37.701,14.584,-34.548,-2.525,-0.820,5.014,-0.026,0.987,-0.202,2.106,-0.916,-1.038,80.000,43593.000,1.000
16.007,-41.747,-26.564,12.819,-41.863,2.171,1.318,12.319,-0.027,0.988,-0.203,2.106,-0.763,-0.946,80.000,43594.000,1.000
13.783,-45.382,-19.054,11.002,-47.379,7.819,2.279,19.592,-0.026,0.990,-0.199,2.106,-0.641,-0.885,80.000,43595.000,1.000
10.511,-48.759,-15.777,8.683,-52.863,13.366,1.494,23.839,-0.028,0.992,-0.201,2.106,-0.702,-0.824,80.000,43596.000,1.000
5.504,-52.910,-15.575,5.548,-59.070,18.083,-0.558,23.731,-0.029,0.994,-0.203,2.075,-0.763,-0.793,80.000,43597.000,1.000
-0.827,-57.797,-16.338,1.716,-65.901,21.783,-3.205,20.098,-0.031,0.996,-0.205,1.984,-0.671,-0.671,80.000,43598.000,1.000
-6.248,-62.033,-14.824,-1.548,-72.095,24.901,-5.318,15.362,-0.030,0.998,-0.203,1.831,-0.641,-0.732,80.000,43599.000,1.000
-8.844,-64.611,-9.238,-3.329,-76.966,27.721,-7.206,10.889,-0.030,0.998,-0.201,1.770,-0.610,-0.671,80.000,43600.000,1.000
-7.840,-65.139,0.595,-3.255,-79.896,30.299,-9.526,7.013,-0.029,0.998,-0.200,1.678,-0.671,-0.580,80.000,43601.000,1.000
-4.227,-63.858,13.472,-1.976,-80.106,32.396,-12.423,4.210,-0.031,0.998,-0.202,1.404,-0.641,-0.427,80.000,43602.000,1.000
-0.618,-61.650,26.723,-1.077,-77.577,33.486,-16.188,3.207,-0.032,0.999,-0.201,1.251,-0.519,-0.366,80.000,43603.000,1.000
1.206,-58.854,38.309,-0.989,-72.234,33.456,-20.217,4.537,-0.031,0.999,-0.202,1.068,-0.610,-0.366,80.000,43604.000,1.000
0.642,-55.563,46.200,-1.304,-65.014,32.411,-24.360,7.155,-0.033,0.998,-0.200,0.916,-0.549,-0.305,80.000,43605.000,1.000
-1.219,-51.232,49.134,-1.025,-57.026,30.538,-28.452,9.426,-0.033,0.999,-0.201,0.763,-0.671,-0.244,80.000,43606.000,1.000
-2.539,-45.072,46.808,0.436,-48.944,27.809,-32.282,10.190,-0.032,0.998,-0.202,0.610,-0.641,-0.244,80.000,43607.000,1.000
-2.448,-37.075,39.006,2.644,-41.615,23.980,-36.299,8.846,-0.032,0.996,-0.201,0.549,-0.549,-0.122,80.000,43608.000,1.000
-0.701,-27.577,27.017,5.342,-35.042,19.363,-40.183,6.026,-0.033,0.993,-0.205,0.427,-0.580,-0.092,80.000,43609.000,1.000
1.962,-17.534,12.709,7.926,-29.385,14.500,-43.940,3.262,-0.031,0.992,-0.202,0.336,-0.702,-0.153,80.000,43610.000,1.000
4.834,-7.907,-1.364,9.992,-24.607,9.757,-47.473,2.615,-0.032,0.990,-0.202,0.366,-0.793,-0.122,80.000,43611.000,1.000
7.396,0.394,-12.718,11.518,-20.344,5.202,-50.422,4.880,-0.031,0.988,-0.201,0.183,-0.702,-0.153,80.000,43612.000,1.000
9.101,6.602,-20.489,12.718,-16.269,1.027,-52.622,8.934,-0.031,0.986,-0.202,0.214,-0.641,-0.061,80.000,43613.000,1.000
10.299,11.074,-24.620,14.504,-11.216,-2.027,-52.986,13.371,-0.031,0.986,-0.204,0.153,-0.641,0.000,80.000,43614.000,1.000
10.958,14.161,-26.919,16.898,-4.923,-3.387,-51.218,16.533,-0.031,0.985,-0.201,0.214,-0.641,0.031,80.000,43615.000,1.000
10.828,15.799,-29.746,19.257,2.091,-2.656,-47.444,17.226,-0.030,0.984,-0.199,0.336,-0.549,0.031,80.000,43616.000,1.000
9.634,15.360,-34.814,20.690,8.899,0.195,-42.007,14.923,-0.029,0.984,-0.202,0.427,-0.763,-0.031,80.000,43617.000,1.000
7.119,12.086,-43.103,20.378,14.230,4.463,-36.005,9.603,-0.030,0.984,-0.201,0.458,-0.641,-0.122,80.000,43618.000,1.000
4.136,6.684,-53.371,18.723,18.310,9.047,-29.731,2.689,-0.028,0.986,-0.200,0.610,-0.549,-0.153,80.000,43619.000,1.000
1.335,0.575,-63.893,16.170,21.621,12.275,-23.750,-3.513,-0.028,0.987,-0.200,0.732,-0.549,-0.214,80.000,43620.000,1.000
-0.945,-4.680,-72.685,13.223,24.503,12.632,-18.352,-6.604,-0.029,0.989,-0.200,0.641,-0.549,-0.244,80.000,43621.000,1.000
-2.769,-8.276,-77.766,10.281,26.754,9.665,-13.389,-5.658,-0.030,0.989,-0.200,0.641,-0.458,-0.214,80.000,43622.000,1.000
-4.685,-10.635,-78.160,7.415,27.327,4.407,-8.869,-1.547,-0.029,0.988,-0.197,0.641,-0.458,-0.305,80.000,43623.000,1.000
-6.393,-12.233,-72.996,5.318,26.358,-0.720,-3.674,4.461,-0.031,0.986,-0.199,0.671,-0.458,-0.336,80.000,43624.000,1.000
-7.484,-13.774,-63.121,4.313,24.529,-3.569,2.868,10.318,-0.031,0.986,-0.201,0.763,-0.366,-0.366,80.000,43625.000,1.000
-7.390,-15.677,-50.715,4.522,22.967,-3.373,10.975,13.760,-0.032,0.985,-0.200,0.763,-0.458,-0.488,80.000,43626.000,1.000
-6.203,-18.263,-38.955,5.459,22.190,-1.176,20.055,13.323,-0.031,0.990,-0.197,0.854,-0.427,-0.610,80.000,43627.000,1.000
-5.345,-22.016,-31.918,5.710,20.845,0.898,28.140,9.726,-0.028,0.989,-0.198,0.946,-0.488,-0.702,80.000,43628.000,1.000
-5.663,-26.284,-31.342,4.631,17.842,1.639,34.316,6.451,-0.029,0.991,-0.197,0.916,-0.336,-0.641,80.000,43629.000,1.000
-7.182,-29.790,-36.201,2.334,12.822,1.298,38.441,6.498,-0.030,0.991,-0.200,0.977,-0.275,-0.549,80.000,43630.000,1.000
-8.561,-30.966,-42.582,0.099,6.931,1.134,41.478,10.460,-0.031,0.992,-0.202,0.916,-0.305,-0.488,80.000,43631.000,1.000
-8.127,-29.012,-45.766,-0.650,1.884,1.959,44.434,16.340,-0.030,0.990,-0.201,0.732,-0.275,-0.549,80.000,43632.000,1.000
-5.711,-24.923,-43.472,0.157,-2.055,3.095,46.478,20.695,-0.031,0.989,-0.201,0.763,-0.214,-0.519,80.000,43633.000,1.000
-1.999,-20.279,-35.352,1.937,-4.993,3.376,46.595,21.286,-0.030,0.988,-0.200,0.824,-0.275,-0.488,80.000,43634.000,1.000
1.423,-16.691,-23.475,3.307,-7.548,2.015,43.729,17.572,-0.032,0.988,-0.201,0.885,-0.366,-0.458,80.000,43635.000,1.000
3.387,-14.725,-11.001,3.280,-9.822,-0.843,38.050,10.466,-0.032,0.986,-0.204,1.129,-0.458,-0.427,80.000,43636.000,1.000
3.680,-13.962,-1.095,1.751,-11.109,-4.282,30.900,1.204,-0.032,0.987,-0.204,1.221,-0.488,-0.366,80.000,43637.000,1.000
2.512,-14.007,3.253,-0.878,-10.895,-7.047,23.356,-8.823,-0.033,0.985,-0.201,1.251,-0.458,-0.336,80.000,43638.000,1.000
0.938,-14.435,1.067,-3.434,-8.442,-7.875,16.746,-17.106,-0.033,0.985,-0.200,1.282,-0.488,-0.336,80.000,43639.000,1.000
-0.319,-15.322,-7.543,-5.394,-4.104,-6.471,11.133,-21.666,-0.034,0.986,-0.203,1.404,-0.580,-0.214,80.000,43640.000,1.000
-0.507,-16.180,-20.704,-6.409,1.671,-3.170,6.254,-21.673,-0.033,0.984,-0.204,1.312,-0.732,-0.183,80.000,43641.000,1.000
0.902,-15.695,-34.810,-6.138,9.025,1.612,2.237,-17.595,-0.034,0.985,-0.204,1.434,-0.824,-0.153,80.000,43642.000,1.000
2.932,-13.103,-46.570,-5.092,17.262,6.913,-1.481,-11.621,-0.034,0.984,-0.202,1.465,-0.946,-0.183,80.000,43643.000,1.000
3.529,-8.869,-53.358,-4.331,24.829,10.847,-5.634,-6.768,-0.032,0.985,-0.205,1.556,-0.946,-0.122,80.000,43644.000,1.000
0.105,-5.011,-54.610,-5.596,28.923,11.141,-11.827,-5.842,-0.030,0.988,-0.205,1.678,-1.068,-0.275,80.000,43645.000,1.000
-7.530,-2.746,-49.991,-9.141,28.247,7.475,-20.164,-8.829,-0.030,0.990,-0.205,1.740,-1.007,-0.336,80.000,43646.000,1.000
-16.552,-1.507,-38.543,-13.218,24.246,2.083,-28.359,-12.676,-0.030,0.993,-0.205,1.648,-1.007,-0.366,80.000,43647.000,1.000
-23.743,-0.377,-20.659,-15.978,18.934,-2.301,-34.115,-14.269,-0.028,0.993,-0.207,1.648,-1.038,-0.336,80.000,43648.000,1.000
-27.067,1.378,2.211,-16.227,14.178,-4.188,-35.839,-12.430,-0.028,0.992,-0.206,1.434,-0.977,-0.275,80.000,43649.000,1.000
-27.347,3.287,26.961,-14.523,10.040,-4.168,-34.413,-8.139,-0.026,0.990,-0.206,1.404,-0.916,-0.275,80.000,43650.000,1.000
-26.760,4.430,50.648,-12.071,5.717,-3.974,-31.892,-2.393,-0.027,0.991,-0.207,1.251,-0.793,-0.244,80.000,43651.000,1.000
-26.872,4.365,71.517,-9.923,0.854,-5.360,-30.006,4.015,-0.026,0.993,-0.204,1.221,-0.793,-0.305,80.000,43652.000,1.000
-28.065,3.331,87.858,-8.809,-4.519,-9.291,-29.948,9.768,-0.028,0.991,-0.201,1.190,-0.732,-0.244,80.000,43653.000,1.000
-29.076,2.597,98.495,-8.141,-9.029,-15.017,-30.790,13.891,-0.028,0.992,-0.199,1.038,-0.641,-0.305,80.000,43654.000,1.000
-29.000,2.933,101.379,-7.291,-11.731,-20.852,-31.298,15.368,-0.032,0.990,-0.198,1.038,-0.641,-0.336,80.000,43655.000,1.000
-27.416,4.576,94.869,-5.704,-12.353,-25.144,-30.365,13.781,-0.033,0.989,-0.202,0.916,-0.641,-0.366,80.000,43656.000,1.000
-23.946,7.753,79.734,-2.928,-10.707,-26.750,-26.987,9.660,-0.034,0.987,-0.202,0.793,-0.702,-0.336,80.000,43657.000,1.000
-18.630,12.322,58.914,0.879,-6.944,-25.299,-21.141,3.992,-0.035,0.988,-0.201,0.824,-0.702,-0.244,80.000,43658.000,1.000
-11.633,17.578,37.139,5.290,-1.026,-21.128,-13.093,-1.624,-0.036,0.988,-0.205,0.824,-0.732,-0.244,80.000,43659.000,1.000
-4.223,21.430,17.867,8.800,5.759,-15.285,-4.561,-6.026,-0.033,0.989,-0.207,0.671,-0.763,-0.305,80.000,43660.000,1.000
2.127,21.615,2.796,9.907,11.459,-8.884,2.479,-8.760,-0.032,0.989,-0.207,0.549,-0.702,-0.458,80.000,43661.000,1.000
6.194,16.774,-7.911,7.716,14.286,-3.143,6.661,-10.312,-0.032,0.989,-0.204,0.641,-0.824,-0.580,80.000,43662.000,1.000
7.178,7.080,-15.000,2.282,13.089,0.923,7.466,-11.443,-0.034,0.987,-0.205,0.732,-1.007,-0.610,80.000,43663.000,1.000
6.316,-4.612,-16.960,-4.004,9.501,3.736,7.226,-11.645,-0.033,0.988,-0.204,0.916,-0.977,-0.702,80.000,43664.000,1.000
5.694,-14.519,-11.190,-8.224,6.324,6.488,8.800,-10.199,-0.031,0.986,-0.205,0.824,-0.977,-0.671,80.000,43665.000,1.000
7.230,-19.633,4.172,-8.482,6.018,9.940,14.022,-6.681,-0.034,0.989,-0.208,0.824,-0.946,-0.671,80.000,43666.000,1.000
11.338,-19.145,27.954,-5.043,9.209,13.712,22.844,-1.609,-0.033,0.989,-0.209,0.854,-0.946,-0.793,80.000,43667.000,1.000
16.139,-14.881,54.370,-0.344,13.696,16.386,32.641,2.986,-0.034,0.992,-0.208,0.946,-1.099,-0.793,80.000,43668.000,1.000
19.555,-9.251,76.256,3.262,17.299,16.715,40.742,5.575,-0.034,0.990,-0.208,0.916,-1.129,-0.885,80.000,43669.000,1.000
20.083,-4.149,87.356,4.120,19.009,14.334,45.252,6.428,-0.033,0.991,-0.206,0.916,-1.099,-0.946,80.000,43670.000,1.000
17.809,0.016,85.237,2.275,19.674,10.207,46.396,7.509,-0.033,0.994,-0.207,0.854,-1.068,-1.007,80.000,43671.000,1.000
13.954,3.642,72.013,-1.147,20.702,5.626,45.564,10.250,-0.030,0.997,-0.204,0.732,-1.007,-0.977,80.000,43672.000,1.000
9.634,6.651,52.519,-5.256,22.083,1.000,43.011,14.153,-0.027,0.996,-0.204,0.671,-1.099,-0.824,80.000,43673.000,1.000
6.359,9.045,34.000,-8.683,23.772,-3.492,39.222,17.900,-0.025,0.993,-0.206,0.610,-0.977,-0.793,80.000,43674.000,1.000
4.850,10.534,22.887,-10.410,25.438,-7.430,34.552,19.707,-0.027,0.994,-0.204,0.580,-0.977,-0.671,80.000,43675.000,1.000
5.132,11.102,22.861,-9.853,26.952,-10.057,29.724,18.729,-0.027,0.993,-0.204,0.580,-0.977,-0.549,80.000,43676.000,1.000
6.853,11.327,33.868,-7.265,28.581,-10.861,25.659,15.655,-0.026,0.993,-0.204,0.458,-0.854,-0.488,80.000,43677.000,1.000
9.483,11.960,51.796,-3.907,30.388,-10.071,22.441,11.874,-0.029,0.990,-0.203,0.519,-0.885,-0.488,80.000,43678.000,1.000
13.461,14.079,71.075,-0.570,33.188,-8.387,20.336,8.672,-0.031,0.990,-0.201,0.488,-0.793,-0.397,80.000,43679.000,1.000
18.720,17.948,85.085,2.103,37.173,-7.145,18.530,5.507,-0.030,0.990,-0.200,0.488,-0.732,-0.305,80.000,43680.000,1.000
24.379,23.284,88.316,4.218,42.098,-7.595,16.132,1.164,-0.032,0.990,-0.202,0.549,-0.732,-0.275,80.000,43681.000,1.000
29.146,29.551,77.861,6.216,47.420,-10.271,12.986,-4.114,-0.031,0.988,-0.199,0.610,-0.641,-0.214,80.000,43682.000,1.000
31.924,36.005,52.935,7.749,51.765,-15.053,8.849,-8.487,-0.028,0.989,-0.199,0.641,-0.549,-0.183,80.000,43683.000,1.000
33.441,42.800,16.732,8.611,54.850,-21.119,4.524,-9.927,-0.028,0.988,-0.200,0.671,-0.519,-0.031,80.000,43684.000,1.000
35.043,50.092,-24.001,8.523,56.792,-27.607,0.548,-8.547,-0.029,0.986,-0.198,0.732,-0.427,0.000,80.000,43685.000,1.000
37.932,57.363,-59.802,7.682,57.479,-33.836,-2.799,-5.926,-0.029,0.984,-0.204,0.763,-0.488,-0.122,80.000,43686.000,1.000
42.131,62.891,-81.889,6.354,55.756,-39.489,-5.519,-4.015,-0.029,0.980,-0.203,1.007,-0.458,-0.153,80.000,43687.000,1.000
45.925,64.254,-86.540,4.295,49.387,-44.278,-8.278,-4.447,-0.028,0.981,-0.201,1.099,-0.427,-0.092,80.000,43688.000,1.000
48.050,60.723,-74.993,1.976,38.213,-46.951,-10.581,-7.029,-0.029,0.979,-0.206,1.251,-0.336,-0.122,80.000,43689.000,1.000
48.017,53.207,-53.491,-0.229,23.917,-46.074,-12.258,-10.386,-0.029,0.978,-0.205,1.373,-0.305,-0.153,80.000,43690.000,1.000
46.353,43.670,-30.281,-1.999,9.176,-41.069,-13.546,-12.740,-0.028,0.979,-0.204,1.648,-0.214,-0.122,80.000,43691.000,1.000
43.936,34.115,-12.003,-3.052,-3.521,-32.681,-14.606,-13.321,-0.027,0.981,-0.206,1.801,-0.214,-0.122,80.000,43692.000,1.000
41.021,25.720,-2.263,-3.387,-13.358,-22.774,-15.851,-13.122,-0.027,0.984,-0.204,1.923,-0.061,-0.122,80.000,43693.000,1.000
38.035,19.496,-0.364,-2.551,-20.085,-13.326,-16.514,-13.009,-0.028,0.986,-0.202,1.892,0.031,-0.153,80.000,43694.000,1.000
34.848,15.663,-4.163,-0.879,-24.442,-6.224,-16.038,-13.098,-0.024,0.989,-0.204,1.953,0.092,-0.183,80.000,43695.000,1.000
31.608,14.010,-11.345,0.889,-26.978,-2.651,-14.094,-12.720,-0.027,0.991,-0.203,1.984,0.214,-0.153,80.000,43696.000,1.000
29.191,14.230,-19.344,2.213,-27.330,-2.642,-10.562,-11.138,-0.026,0.993,-0.203,1.862,0.244,-0.183,80.000,43697.000,1.000
28.142,15.557,-25.724,2.642,-25.501,-5.240,-6.265,-8.160,-0.027,0.994,-0.206,1.831,0.305,-0.305,80.000,43698.000,1.000
28.614,17.106,-27.200,2.487,-21.754,-8.713,-1.470,-3.860,-0.027,0.995,-0.208,1.709,0.244,-0.305,80.000,43699.000,1.000
29.435,17.264,-22.026,1.739,-17.907,-11.590,2.980,0.545,-0.028,0.996,-0.208,1.617,0.397,-0.244,80.000,43700.000,1.000
29.387,14.885,-10.702,0.378,-16.095,-13.002,6.091,3.569,-0.029,0.998,-0.206,1.526,0.366,-0.214,80.000,43701.000,1.000
28.149,10.141,4.653,-1.493,-17.207,-12.654,7.393,4.568,-0.030,0.999,-0.206,1.343,0.366,-0.183,80.000,43702.000,1.000
25.816,3.787,20.929,-3.937,-21.243,-10.541,6.614,3.786,-0.030,0.998,-0.206,1.160,0.427,-0.275,80.000,43703.000,1.000
23.308,-3.073,36.579,-6.275,-26.989,-6.412,4.888,2.025,-0.029,0.999,-0.208,0.946,0.305,-0.244,80.000,43704.000,1.000
21.161,-9.974,50.780,-8.080,-34.000,-0.502,2.976,-0.739,-0.030,0.998,-0.205,0.854,0.427,-0.244,80.000,43705.000,1.000
19.923,-16.295,63.581,-8.870,-41.998,6.356,1.340,-3.974,-0.028,0.994,-0.206,0.641,0.397,-0.092,80.000,43706.000,1.000
20.228,-20.676,75.824,-8.110,-49.430,13.152,0.527,-5.863,-0.030,0.997,-0.205,0.580,0.366,-0.153,80.000,43707.000,1.000
21.853,-21.810,87.227,-6.033,-54.413,18.886,0.224,-5.026,-0.030,0.995,-0.207,0.458,0.214,0.000,80.000,43708.000,1.000
24.236,-18.813,96.522,-3.130,-55.445,22.805,0.238,-1.355,-0.031,0.995,-0.208,0.244,0.092,0.031,80.000,43709.000,1.000
25.790,-12.525,100.610,-0.755,-53.515,24.022,-0.589,3.278,-0.032,0.993,-0.208,0.244,0.092,0.061,80.000,43710.000,1.000
25.100,-4.758,96.936,0.121,-50.618,22.203,-3.250,6.398,-0.034,0.990,-0.211,0.092,0.092,0.000,80.000,43711.000,1.000
22.012,2.872,85.787,-0.334,-47.458,18.082,-7.565,6.445,-0.034,0.989,-0.208,0.031,-0.214,0.000,80.000,43712.000,1.000
17.190,9.182,69.389,-1.654,-43.783,12.745,-13.335,3.134,-0.035,0.990,-0.205,0.031,-0.275,0.092,80.000,43713.000,1.000
12.382,14.203,51.746,-2.914,-38.208,7.168,-19.680,-2.171,-0.033,0.988,-0.208,0.061,-0.458,0.000,80.000,43714.000,1.000
8.785,18.255,36.070,-3.747,-30.175,1.742,-26.143,-7.879,-0.032,0.985,-0.208,0.092,-0.580,0.061,80.000,43715.000,1.000
6.703,21.644,24.139,-3.962,-20.129,-3.446,-32.040,-12.678,-0.030,0.985,-0.207,0.153,-0.671,0.153,80.000,43716.000,1.000
5.673,24.549,16.427,-3.442,-8.950,-8.450,-36.240,-15.788,-0.028,0.985,-0.208,0.275,-0.671,0.122,80.000,43717.000,1.000
4.537,26.819,11.592,-2.563,1.915,-13.512,-38.412,-17.235,-0.027,0.984,-0.207,0.305,-0.824,0.183,80.000,43718.000,1.000
2.847,28.686,8.196,-1.376,11.945,-18.651,-38.082,-17.317,-0.025,0.983,-0.206,0.519,-0.763,0.214,80.000,43719.000,1.000
0.345,30.004,4.210,-0.388,20.734,-23.920,-35.657,-16.971,-0.026,0.984,-0.205,0.671,-0.732,0.336,80.000,43720.000,1.000
-2.551,30.518,-1.922,0.076,28.220,-29.062,-31.717,-16.515,-0.022,0.984,-0.204,0.641,-0.671,0.488,80.000,43721.000,1.000
-4.899,30.000,-10.436,0.183,34.502,-33.298,-26.561,-15.426,-0.023,0.981,-0.206,0.732,-0.763,0.488,80.000,43722.000,1.000
-6.301,27.981,-21.090,0.020,38.815,-35.810,-21.123,-13.468,-0.024,0.978,-0.209,0.824,-0.671,0.702,80.000,43723.000,1.000
-6.397,24.670,-32.268,0.092,41.172,-36.012,-15.618,-10.255,-0.023,0.979,-0.208,1.007,-0.580,0.702,80.000,43724.000,1.000
-5.695,20.378,-42.533,0.216,41.975,-34.098,-10.344,-5.872,-0.026,0.979,-0.211,1.129,-0.641,0.732,80.000,43725.000,1.000
-4.734,15.740,-50.588,0.109,42.133,-30.533,-5.037,-0.871,-0.029,0.983,-0.207,1.312,-0.641,0.610,80.000,43726.000,1.000
-3.492,11.602,-55.154,-0.161,42.503,-25.574,1.193,3.936,-0.028,0.985,-0.204,1.373,-0.793,0.458,80.000,43727.000,1.000
-2.202,7.953,-56.062,-0.752,42.336,-19.544,8.200,7.762,-0.029,0.989,-0.203,1.343,-0.793,0.244,80.000,43728.000,1.000
-0.935,4.224,-52.756,-1.475,40.679,-12.785,15.643,10.778,-0.027,0.990,-0.203,1.190,-0.641,0.214,80.000,43729.000,1.000
-0.134,-0.651,-44.577,-2.461,36.508,-5.776,22.354,12.937,-0.027,0.993,-0.202,1.007,-0.763,0.122,80.000,43730.000,1.000
0.408,-6.959,-30.060,-3.320,29.628,1.239,27.479,13.586,-0.026,0.994,-0.208,0.824,-0.671,0.031,80.000,43731.000,1.000
1.534,-13.988,-7.656,-3.162,20.553,7.880,31.031,12.123,-0.027,0.992,-0.207,0.732,-0.732,0.000,80.000,43732.000,1.000
3.124,-21.111,21.661,-2.038,9.073,12.998,32.774,9.197,-0.028,0.991,-0.208,0.671,-0.763,-0.092,80.000,43733.000,1.000
4.458,-27.525,55.112,-0.661,-4.611,15.429,33.163,7.267,-0.027,0.992,-0.206,0.549,-0.549,-0.122,80.000,43734.000,1.000
4.117,-32.645,88.137,-0.461,-20.234,14.622,32.081,8.019,-0.027,0.992,-0.206,0.427,-0.824,-0.244,80.000,43735.000,1.000
1.427,-35.622,116.396,-1.993,-36.364,11.434,29.541,11.505,-0.025,0.994,-0.204,0.427,-0.580,-0.244,80.000,43736.000,1.000
-3.111,-35.710,137.093,-4.612,-49.856,7.944,26.322,16.393,-0.025,0.995,-0.208,0.336,-0.671,-0.244,80.000,43737.000,1.000
-8.910,-33.256,148.139,-7.715,-58.033,5.947,22.593,20.225,-0.022,0.996,-0.208,0.122,-0.549,-0.336,80.000,43738.000,1.000
-14.867,-28.816,149.481,-10.486,-59.592,5.984,18.562,21.187,-0.022,0.997,-0.206,0.061,-0.488,-0.305,80.000,43739.000,1.000
-20.458,-23.365,142.299,-12.711,-56.003,6.983,13.577,18.628,-0.023,0.995,-0.206,-0.031,-0.427,-0.244,80.000,43740.000,1.000
-25.782,-18.030,128.937,-14.310,-49.813,7.428,7.215,13.513,-0.025,0.993,-0.203,-0.122,-0.427,-0.244,80.000,43741.000,1.000
-31.298,-13.810,112.246,-15.231,-42.628,6.528,0.105,7.629,-0.025,0.993,-0.205,0.000,-0.488,-0.153,80.000,43742.000,1.000
-37.614,-11.393,93.898,-15.798,-35.334,4.625,-7.032,2.136,-0.026,0.991,-0.204,-0.061,-0.549,-0.122,80.000,43743.000,1.000
-44.280,-10.316,75.497,-15.661,-27.649,3.120,-12.750,-2.506,-0.028,0.991,-0.205,0.031,-0.641,-0.153,80.000,43744.000,1.000
-51.163,-10.327,57.624,-14.775,-20.067,2.904,-16.828,-6.950,-0.028,0.988,-0.206,0.061,-0.702,-0.244,80.000,43745.000,1.000
-58.442,-11.637,40.472,-13.426,-13.762,3.763,-20.037,-11.340,-0.030,0.989,-0.207,0.000,-0.641,-0.397,80.000,43746.000,1.000
-66.114,-14.445,24.714,-12.159,-9.539,4.821,-23.080,-14.583,-0.027,0.987,-0.207,-0.031,-0.671,-0.519,80.000,43747.000,1.000
-74.181,-18.892,10.800,-11.802,-7.849,5.102,-26.657,-15.725,-0.025,0.985,-0.206,0.061,-0.702,-0.549,80.000,43748.000,1.000
-81.529,-24.224,-0.050,-12.027,-7.469,4.503,-29.780,-14.085,-0.026,0.982,-0.209,0.153,-0.610,-0.610,80.000,43749.000,1.000
-86.953,-29.553,-7.546,-12.273,-7.171,3.641,-31.300,-9.879,-0.026,0.983,-0.209,0.183,-0.549,-0.610,80.000,43750.000,1.000
-89.639,-33.974,-12.516,-12.023,-6.463,3.614,-30.504,-4.055,-0.023,0.982,-0.207,0.305,-0.488,-0.763,80.000,43751.000,1.000
-89.591,-36.803,-16.134,-10.910,-5.302,5.560,-27.132,1.896,-0.023,0.982,-0.206,0.580,-0.458,-0.793,80.000,43752.000,1.000
-87.923,-38.307,-20.007,-9.148,-4.295,9.951,-22.126,6.218,-0.025,0.985,-0.205,0.641,-0.488,-0.793,80.000,43753.000,1.000
-85.356,-39.048,-24.572,-6.885,-3.323,16.477,-16.269,7.968,-0.024,0.986,-0.206,0.732,-0.305,-0.793,80.000,43754.000,1.000
-82.556,-39.917,-30.156,-5.004,-2.531,23.964,-10.883,6.639,-0.026,0.985,-0.204,0.732,-0.153,-0.732,80.000,43755.000,1.000
-79.523,-41.124,-36.576,-4.094,-1.875,31.388,-6.735,3.197,-0.025,0.987,-0.204,0.824,-0.244,-0.732,80.000,43756.000,1.000
-75.657,-42.216,-42.924,-3.875,-0.709,38.304,-3.426,0.079,-0.028,0.987,-0.202,1.038,-0.214,-0.793,80.000,43757.000,1.000
-71.051,-43.279,-49.059,-4.068,0.906,44.239,-0.744,-0.982,-0.028,0.985,-0.203,1.129,-0.305,-0.702,80.000,43758.000,1.000
-65.839,-44.343,-54.458,-4.026,2.967,48.831,2.222,0.534,-0.028,0.986,-0.204,1.160,-0.153,-0.671,80.000,43759.000,1.000
-60.666,-45.642,-58.829,-3.753,4.839,51.721,5.721,3.814,-0.029,0.985,-0.206,1.099,-0.275,-0.671,80.000,43760.000,1.000
-56.043,-47.224,-61.445,-3.503,5.875,52.719,9.369,7.427,-0.029,0.985,-0.208,1.221,-0.244,-0.671,80.000,43761.000,1.000
