EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-24.302,32.855,-7.822,54.801,5.474,-19.209,-2.287,-20.792,-0.028,0.914,-0.456,0.793,-0.275,0.397,73.333,32655.000,1.000
-24.117,34.915,-7.115,54.886,5.800,-17.354,-5.584,-29.550,-0.028,0.914,-0.458,0.885,-0.275,0.366,73.333,32656.000,1.000
-24.635,32.304,-8.208,51.978,6.775,-16.996,-11.040,-37.567,-0.028,0.914,-0.457,0.824,-0.336,0.397,73.333,32657.000,1.000
-24.888,26.285,-9.353,47.842,8.881,-16.997,-16.623,-42.375,-0.027,0.915,-0.454,0.824,-0.275,0.336,73.333,32658.000,1.000
-24.308,18.522,-8.939,44.753,12.484,-16.207,-20.598,-42.324,-0.026,0.915,-0.457,0.916,-0.305,0.366,73.333,32659.000,1.000
-23.096,10.766,-6.116,44.631,17.660,-13.676,-21.639,-36.709,-0.028,0.916,-0.456,0.977,-0.366,0.183,73.333,32660.000,1.000
-22.186,4.155,-1.351,47.717,23.728,-9.268,-20.015,-26.603,-0.027,0.916,-0.458,0.977,-0.366,0.244,73.333,32661.000,1.000
-22.545,-1.348,3.775,52.421,29.612,-3.555,-16.379,-13.682,-0.025,0.916,-0.456,1.099,-0.275,0.183,73.333,32662.000,1.000
-24.191,-6.048,7.569,56.278,34.514,2.359,-11.853,0.186,-0.025,0.918,-0.458,1.129,-0.214,0.244,73.333,32663.000,1.000
-26.295,-9.989,9.086,57.348,38.097,7.181,-7.631,13.541,-0.027,0.918,-0.457,1.221,-0.275,0.183,73.333,32664.000,1.000
-28.238,-13.182,8.315,55.002,39.934,9.849,-4.488,25.569,-0.026,0.919,-0.456,1.160,-0.336,0.122,73.333,32665.000,1.000
-30.194,-15.741,5.800,49.667,39.220,9.816,-3.308,35.487,-0.025,0.919,-0.457,1.129,-0.244,0.000,73.333,32666.000,1.000
-32.710,-18.060,2.190,42.501,35.498,7.503,-3.715,43.330,-0.026,0.919,-0.457,1.099,-0.244,-0.061,73.333,32667.000,1.000
-35.824,-20.297,-1.832,35.056,29.319,3.944,-4.780,49.346,-0.028,0.922,-0.455,1.099,-0.244,0.000,73.333,32668.000,1.000
-38.619,-22.130,-5.378,29.036,22.334,0.319,-5.311,53.977,-0.026,0.922,-0.454,1.190,-0.244,-0.061,73.333,32669.000,1.000
-39.843,-23.081,-7.596,25.580,16.468,-2.596,-4.026,57.879,-0.023,0.922,-0.455,1.160,-0.275,-0.092,73.333,32670.000,1.000
-38.982,-22.879,-8.169,24.396,12.830,-4.837,-0.780,61.010,-0.023,0.921,-0.454,1.068,-0.244,0.000,73.333,32671.000,1.000
-36.451,-21.642,-7.272,24.328,11.680,-6.502,4.599,63.402,-0.025,0.922,-0.452,1.007,-0.153,-0.244,73.333,32672.000,1.000
-32.813,-19.250,-5.078,24.559,12.862,-7.360,11.997,64.894,-0.025,0.919,-0.454,0.854,-0.305,-0.122,73.333,32673.000,1.000
-28.219,-15.185,-1.399,25.425,16.270,-6.778,21.311,65.478,-0.026,0.919,-0.456,0.916,-0.244,-0.122,73.333,32674.000,1.000
-22.709,-9.137,3.964,27.939,21.662,-4.164,32.619,65.468,-0.027,0.919,-0.452,0.946,-0.092,0.000,73.333,32675.000,1.000
-16.881,-1.717,10.338,32.250,28.001,-0.013,44.724,64.384,-0.027,0.918,-0.453,0.977,-0.244,-0.031,73.333,32676.000,1.000
-11.954,5.316,15.988,37.129,33.567,4.143,56.192,61.632,-0.025,0.919,-0.454,0.916,-0.214,0.031,73.333,32677.000,1.000
-9.134,10.388,19.040,40.519,36.436,6.452,65.355,56.546,-0.026,0.919,-0.455,1.007,-0.244,0.000,73.333,32678.000,1.000
-9.005,13.162,18.590,40.609,35.263,5.921,71.112,48.994,-0.028,0.922,-0.455,0.946,-0.214,0.092,73.333,32679.000,1.000
-11.172,14.569,15.222,36.890,30.076,3.120,74.028,40.016,-0.028,0.921,-0.454,0.916,-0.244,0.061,73.333,32680.000,1.000
-14.189,16.266,10.852,30.587,22.513,-0.178,75.607,31.386,-0.026,0.921,-0.456,0.916,-0.153,-0.031,73.333,32681.000,1.000
-16.025,19.407,7.879,24.362,15.322,-1.573,78.586,25.868,-0.024,0.920,-0.452,0.763,-0.153,-0.092,73.333,32682.000,1.000
-15.142,23.963,7.835,20.738,10.870,0.504,84.745,25.181,-0.026,0.920,-0.454,0.671,-0.092,-0.092,73.333,32683.000,1.000
-11.370,28.616,10.523,20.676,10.112,5.824,93.732,28.933,-0.024,0.922,-0.452,0.580,-0.122,-0.061,73.333,32684.000,1.000
-5.871,31.361,14.334,23.360,12.548,12.587,103.741,35.405,-0.025,0.922,-0.454,0.580,-0.092,-0.122,73.333,32685.000,1.000
-0.401,30.543,17.281,26.764,16.588,18.237,111.715,42.125,-0.024,0.920,-0.454,0.488,0.000,-0.122,73.333,32686.000,1.000
3.558,25.363,17.994,28.846,20.339,20.834,115.608,47.503,-0.023,0.922,-0.457,0.488,0.000,-0.031,73.333,32687.000,1.000
5.387,16.550,16.317,28.466,22.318,19.800,114.787,50.763,-0.023,0.923,-0.459,0.397,0.092,0.031,73.333,32688.000,1.000
5.409,6.534,13.432,25.942,22.085,16.301,110.382,52.164,-0.023,0.922,-0.458,0.366,0.305,0.153,73.333,32689.000,1.000
4.506,-1.340,11.216,22.761,20.211,12.737,105.034,53.062,-0.022,0.922,-0.457,0.305,0.183,0.183,73.333,32690.000,1.000
3.531,-4.177,11.210,20.555,17.661,11.272,100.833,54.566,-0.025,0.920,-0.457,0.214,0.244,0.214,73.333,32691.000,1.000
2.776,-1.292,13.860,20.482,15.424,12.991,99.414,57.542,-0.025,0.917,-0.454,0.275,0.183,0.244,73.333,32692.000,1.000
1.744,5.404,18.146,22.534,13.886,17.174,100.521,61.411,-0.027,0.916,-0.456,0.183,0.244,0.214,73.333,32693.000,1.000
-0.363,12.822,22.249,25.747,12.745,21.832,102.057,64.235,-0.026,0.916,-0.458,0.336,0.122,0.275,73.333,32694.000,1.000
-3.738,18.870,24.933,29.272,11.592,25.272,101.986,64.130,-0.026,0.918,-0.454,0.305,0.122,0.122,73.333,32695.000,1.000
-7.684,23.208,25.847,32.486,10.236,26.588,98.438,59.443,-0.027,0.919,-0.456,0.336,0.092,0.122,73.333,32696.000,1.000
-11.095,26.053,25.023,34.937,8.916,25.718,90.994,50.044,-0.025,0.917,-0.454,0.336,0.244,0.092,73.333,32697.000,1.000
-12.875,27.835,23.145,36.890,8.383,23.542,80.686,37.525,-0.027,0.918,-0.455,0.427,0.122,0.153,73.333,32698.000,1.000
-12.063,29.272,21.992,39.898,10.026,22.068,70.078,24.986,-0.029,0.920,-0.456,0.458,0.122,0.000,73.333,32699.000,1.000
-8.354,30.452,23.363,45.835,15.129,23.296,62.212,15.557,-0.028,0.921,-0.456,0.305,0.000,-0.122,73.333,32700.000,1.000
-2.840,29.836,27.324,54.913,23.501,27.307,57.807,9.979,-0.028,0.921,-0.454,0.244,-0.153,-0.214,73.333,32701.000,1.000
2.389,24.748,32.161,65.478,33.541,32.476,56.291,7.630,-0.031,0.921,-0.454,0.153,-0.122,-0.183,73.333,32702.000,1.000
5.771,13.838,35.960,75.252,43.396,36.756,56.474,7.473,-0.031,0.922,-0.454,0.153,-0.336,-0.366,73.333,32703.000,1.000
6.994,-1.906,37.823,82.463,51.865,38.813,57.093,8.802,-0.032,0.922,-0.451,0.214,-0.458,-0.427,73.333,32704.000,1.000
6.317,-20.494,37.723,86.004,58.207,38.264,57.098,11.497,-0.031,0.921,-0.452,0.183,-0.549,-0.519,73.333,32705.000,1.000
3.988,-40.075,35.926,85.137,61.738,35.274,54.802,15.068,-0.031,0.923,-0.455,0.061,-0.610,-0.580,73.333,32706.000,1.000
0.598,-59.079,33.086,80.095,62.354,30.972,49.972,19.711,-0.029,0.922,-0.457,-0.061,-0.610,-0.610,73.333,32707.000,1.000
-2.668,-75.702,30.434,72.369,60.631,27.163,43.905,26.032,-0.029,0.922,-0.456,-0.092,-0.702,-0.732,73.333,32708.000,1.000
-4.583,-88.152,29.329,64.133,57.316,25.298,38.312,34.395,-0.028,0.923,-0.458,-0.122,-0.885,-0.793,73.333,32709.000,1.000
-4.601,-95.373,30.439,57.127,53.011,25.669,34.582,44.674,-0.027,0.923,-0.456,-0.061,-0.793,-0.671,73.333,32710.000,1.000
-3.148,-97.189,33.354,51.700,48.208,27.281,32.605,55.596,-0.025,0.924,-0.454,-0.244,-0.793,-0.702,73.333,32711.000,1.000
-1.372,-94.245,36.953,47.124,43.576,28.985,32.275,66.012,-0.022,0.923,-0.455,-0.275,-0.854,-0.641,73.333,32712.000,1.000
-0.531,-87.379,40.140,42.268,39.630,30.090,33.237,74.814,-0.022,0.923,-0.453,-0.275,-0.763,-0.427,73.333,32713.000,1.000
-1.286,-77.142,42.592,36.404,36.442,30.485,34.586,80.952,-0.021,0.924,-0.453,-0.275,-0.641,-0.397,73.333,32714.000,1.000
-3.471,-63.985,44.814,29.656,33.678,30.381,35.361,83.862,-0.021,0.924,-0.450,-0.336,-0.671,-0.305,73.333,32715.000,1.000
-6.552,-48.805,47.269,22.540,30.750,29.670,33.982,82.707,-0.022,0.922,-0.450,-0.336,-0.549,-0.122,73.333,32716.000,1.000
-10.124,-33.534,49.746,15.771,27.495,28.247,30.039,77.259,-0.021,0.922,-0.455,-0.458,-0.488,0.031,73.333,32717.000,1.000
-13.926,-20.508,51.550,10.156,24.566,26.285,24.139,67.826,-0.021,0.923,-0.456,-0.458,-0.397,0.244,73.333,32718.000,1.000
-17.675,-11.410,52.070,6.599,23.234,24.287,17.270,55.165,-0.021,0.922,-0.454,-0.519,-0.458,0.397,73.333,32719.000,1.000
-20.977,-6.746,51.106,6.001,24.667,22.953,10.901,40.629,-0.022,0.921,-0.452,-0.488,-0.427,0.458,73.333,32720.000,1.000
-23.312,-5.799,48.926,8.866,29.243,22.759,6.095,25.616,-0.022,0.920,-0.451,-0.519,-0.305,0.488,73.333,32721.000,1.000
-24.299,-7.546,46.057,15.171,36.344,23.985,4.334,12.399,-0.022,0.919,-0.452,-0.488,-0.397,0.549,73.333,32722.000,1.000
-24.206,-11.419,42.648,23.925,43.938,26.063,5.969,2.746,-0.023,0.921,-0.450,-0.458,-0.336,0.610,73.333,32723.000,1.000
-23.801,-17.325,38.398,33.463,49.122,27.591,9.555,-3.148,-0.024,0.923,-0.448,-0.519,-0.305,0.732,73.333,32724.000,1.000
-23.469,-24.881,33.291,42.657,49.654,27.605,13.605,-5.786,-0.026,0.920,-0.449,-0.488,-0.244,0.671,73.333,32725.000,1.000
-22.863,-32.891,27.924,51.186,44.812,26.160,16.953,-6.128,-0.026,0.918,-0.448,-0.610,-0.275,0.641,73.333,32726.000,1.000
-21.542,-40.313,22.990,58.960,35.306,24.141,19.853,-4.531,-0.024,0.919,-0.451,-0.580,-0.214,0.641,73.333,32727.000,1.000
-19.565,-46.927,18.657,65.313,22.351,22.167,22.680,-1.358,-0.024,0.918,-0.450,-0.671,-0.305,0.549,73.333,32728.000,1.000
-17.168,-52.893,14.787,69.272,7.240,20.272,25.168,2.883,-0.025,0.917,-0.450,-0.641,-0.214,0.580,73.333,32729.000,1.000
-14.217,-57.828,11.674,70.523,-8.491,18.545,27.333,8.206,-0.024,0.921,-0.448,-0.641,-0.336,0.519,73.333,32730.000,1.000
-10.623,-60.524,9.964,69.330,-23.525,17.113,28.721,14.132,-0.022,0.919,-0.448,-0.641,-0.153,0.488,73.333,32731.000,1.000
-6.982,-60.036,9.832,65.969,-37.249,16.065,29.220,19.887,-0.021,0.918,-0.448,-0.580,-0.214,0.305,73.333,32732.000,1.000
-4.254,-56.357,10.542,60.298,-49.770,15.088,28.481,23.979,-0.021,0.918,-0.449,-0.458,-0.214,0.336,73.333,32733.000,1.000
-2.989,-50.341,10.932,52.135,-61.157,13.488,25.818,24.493,-0.022,0.920,-0.449,-0.488,-0.122,0.183,73.333,32734.000,1.000
-2.932,-43.105,10.374,42.127,-70.622,10.894,21.369,20.461,-0.021,0.919,-0.447,-0.580,-0.153,0.153,73.333,32735.000,1.000
-3.234,-35.274,9.293,31.884,-76.788,7.621,15.565,11.869,-0.020,0.920,-0.448,-0.488,-0.092,0.092,73.333,32736.000,1.000
-3.138,-27.307,8.646,23.297,-78.585,4.628,9.758,0.095,-0.020,0.919,-0.451,-0.427,-0.031,0.122,73.333,32737.000,1.000
-2.521,-19.625,8.977,17.308,-76.092,2.623,4.997,-13.269,-0.020,0.920,-0.451,-0.366,0.000,0.061,73.333,32738.000,1.000
-1.767,-12.315,10.231,13.611,-70.296,1.687,1.226,-27.118,-0.019,0.918,-0.448,-0.336,0.092,0.122,73.333,32739.000,1.000
-1.387,-5.107,12.091,11.274,-62.444,1.516,-1.992,-40.514,-0.020,0.918,-0.448,-0.214,0.031,0.000,73.333,32740.000,1.000
-1.789,2.520,14.176,9.202,-53.870,1.486,-5.791,-53.168,-0.022,0.918,-0.451,-0.122,0.031,-0.031,73.333,32741.000,1.000
-3.032,10.765,16.231,6.825,-45.649,1.395,-10.285,-64.270,-0.022,0.917,-0.453,0.031,0.092,-0.031,73.333,32742.000,1.000
-4.720,19.366,18.152,4.320,-38.539,1.552,-14.860,-72.854,-0.023,0.918,-0.451,0.122,0.031,0.000,73.333,32743.000,1.000
-6.160,27.880,19.891,2.360,-33.006,2.240,-19.068,-78.590,-0.022,0.920,-0.452,0.183,0.122,-0.031,73.333,32744.000,1.000
-6.655,35.831,21.318,1.611,-29.233,3.376,-22.476,-81.541,-0.023,0.917,-0.450,0.305,0.122,0.061,73.333,32745.000,1.000
-5.747,42.762,22.076,2.017,-27.347,4.376,-25.605,-82.395,-0.024,0.918,-0.451,0.397,0.092,0.061,73.333,32746.000,1.000
-3.320,48.047,21.637,2.771,-27.343,4.723,-28.610,-81.189,-0.025,0.918,-0.451,0.580,0.122,0.031,73.333,32747.000,1.000
0.305,51.113,19.359,2.417,-29.261,3.827,-31.611,-77.839,-0.028,0.917,-0.452,0.671,0.061,0.000,73.333,32748.000,1.000
4.380,51.558,14.833,-0.543,-33.311,0.918,-35.278,-72.927,-0.027,0.918,-0.449,0.702,0.061,0.000,73.333,32749.000,1.000
8.362,49.488,8.824,-6.221,-39.260,-3.923,-39.710,-66.743,-0.025,0.917,-0.450,0.854,0.122,-0.061,73.333,32750.000,1.000
12.585,46.253,3.676,-12.720,-45.740,-9.074,-44.471,-58.979,-0.023,0.920,-0.451,0.916,0.031,-0.031,73.333,32751.000,1.000
17.659,43.458,1.898,-17.364,-50.638,-12.085,-47.953,-48.369,-0.023,0.920,-0.449,1.038,0.000,0.061,73.333,32752.000,1.000
23.094,41.149,4.011,-19.171,-52.995,-11.925,-49.369,-34.723,-0.023,0.922,-0.448,1.129,0.031,-0.031,73.333,32753.000,1.000
27.131,37.336,8.153,-19.725,-53.747,-9.880,-49.911,-20.020,-0.023,0.924,-0.447,1.099,-0.031,-0.061,73.333,32754.000,1.000
28.147,29.546,11.702,-21.650,-54.438,-8.162,-51.046,-6.895,-0.023,0.924,-0.449,1.099,0.000,-0.031,73.333,32755.000,1.000
26.036,17.128,13.111,-26.707,-55.812,-8.399,-53.896,2.339,-0.023,0.923,-0.447,1.160,-0.122,-0.031,73.333,32756.000,1.000
22.428,1.812,12.677,-34.473,-57.149,-10.499,-57.541,7.389,-0.022,0.920,-0.446,1.038,0.000,0.061,73.333,32757.000,1.000
19.695,-13.178,11.966,-42.661,-56.830,-12.947,-59.924,9.401,-0.021,0.921,-0.442,1.129,-0.092,0.153,73.333,32758.000,1.000
19.427,-24.799,12.354,-48.789,-53.511,-14.083,-59.779,9.498,-0.022,0.920,-0.443,1.190,-0.061,0.214,73.333,32759.000,1.000
21.315,-31.711,13.607,-52.052,-47.411,-13.398,-57.308,8.117,-0.021,0.920,-0.448,1.190,0.031,0.153,73.333,32760.000,1.000
23.320,-34.106,13.855,-54.063,-40.749,-12.113,-54.988,4.173,-0.021,0.922,-0.448,1.282,-0.031,0.183,73.333,32761.000,1.000
23.069,-32.738,11.281,-57.354,-36.218,-11.665,-54.853,-2.982,-0.021,0.922,-0.449,1.312,0.000,0.305,73.333,32762.000,1.000
19.365,-27.917,5.858,-63.394,-35.235,-12.262,-57.138,-12.511,-0.019,0.921,-0.445,1.160,-0.092,0.397,73.333,32763.000,1.000
12.817,-19.516,-0.479,-71.594,-37.262,-12.920,-60.728,-22.649,-0.019,0.920,-0.442,1.068,-0.092,0.397,73.333,32764.000,1.000
5.139,-8.238,-5.624,-80.028,-40.462,-12.802,-63.944,-31.797,-0.021,0.918,-0.445,1.099,0.092,0.336,73.333,32765.000,1.000
-2.085,3.824,-9.142,-87.081,-42.970,-12.486,-66.598,-40.166,-0.023,0.917,-0.446,1.221,0.153,0.366,73.333,32766.000,1.000
-7.805,14.139,-11.901,-91.638,-43.224,-12.850,-68.615,-48.128,-0.026,0.916,-0.452,1.282,0.031,0.244,73.333,32767.000,1.000
-11.243,21.369,-14.611,-92.810,-40.084,-13.785,-69.515,-55.099,-0.026,0.917,-0.448,1.312,-0.031,0.214,73.333,32768.000,1.000
-11.729,25.832,-17.009,-89.943,-33.031,-14.096,-68.808,-59.717,-0.027,0.917,-0.450,1.343,-0.092,0.122,73.333,32769.000,1.000
-9.031,28.308,-18.262,-82.944,-22.433,-12.350,-65.854,-60.365,-0.025,0.919,-0.451,1.343,-0.214,-0.031,73.333,32770.000,1.000
-4.134,28.432,-18.359,-73.310,-10.215,-8.730,-61.681,-57.286,-0.024,0.920,-0.448,1.434,-0.275,-0.183,73.333,32771.000,1.000
0.791,24.041,-18.718,-63.857,0.511,-5.312,-58.056,-52.142,-0.024,0.917,-0.446,1.434,-0.244,-0.214,73.333,32772.000,1.000
3.867,13.253,-20.926,-56.801,7.084,-4.335,-56.143,-46.691,-0.024,0.919,-0.448,1.282,-0.366,-0.275,73.333,32773.000,1.000
4.898,-2.857,-25.022,-52.145,8.887,-6.054,-55.473,-41.429,-0.026,0.919,-0.452,1.312,-0.427,-0.366,73.333,32774.000,1.000
5.112,-20.176,-29.441,-48.307,7.204,-8.433,-53.705,-35.148,-0.026,0.920,-0.454,1.404,-0.549,-0.458,73.333,32775.000,1.000
5.790,-33.785,-32.523,-44.473,3.512,-9.332,-49.472,-27.200,-0.024,0.919,-0.454,1.343,-0.549,-0.427,73.333,32776.000,1.000
7.433,-40.683,-33.707,-41.616,-1.516,-8.150,-42.790,-17.961,-0.024,0.919,-0.452,1.404,-0.580,-0.549,73.333,32777.000,1.000
9.754,-40.510,-33.444,-41.770,-8.173,-6.132,-35.135,-8.763,-0.021,0.922,-0.452,1.465,-0.580,-0.519,73.333,32778.000,1.000
11.898,-34.448,-32.363,-46.451,-17.262,-5.286,-28.776,-1.246,-0.019,0.921,-0.452,1.373,-0.641,-0.458,73.333,32779.000,1.000
12.801,-24.001,-30.817,-55.487,-29.281,-6.807,-24.969,3.742,-0.018,0.920,-0.452,1.495,-0.580,-0.488,73.333,32780.000,1.000
11.800,-10.221,-29.114,-67.319,-43.790,-10.661,-24.487,5.390,-0.019,0.922,-0.455,1.373,-0.610,-0.458,73.333,32781.000,1.000
9.159,5.982,-27.585,-79.634,-58.763,-15.436,-26.590,3.664,-0.019,0.922,-0.456,1.434,-0.641,-0.397,73.333,32782.000,1.000
5.950,23.545,-26.297,-90.141,-70.910,-18.985,-29.474,-0.795,-0.022,0.923,-0.456,1.404,-0.519,-0.336,73.333,32783.000,1.000
3.347,41.124,-24.928,-97.238,-76.971,-19.650,-31.761,-7.400,-0.019,0.921,-0.452,1.373,-0.458,-0.336,73.333,32784.000,1.000
1.939,56.754,-23.085,-100.274,-74.962,-17.103,-32.638,-15.381,-0.021,0.922,-0.452,1.465,-0.488,-0.336,73.333,32785.000,1.000
1.623,68.214,-20.584,-99.473,-64.726,-12.513,-32.662,-24.191,-0.023,0.921,-0.450,1.465,-0.519,-0.275,73.333,32786.000,1.000
2.007,73.614,-17.593,-95.361,-47.508,-7.462,-32.295,-32.622,-0.022,0.921,-0.451,1.526,-0.488,-0.214,73.333,32787.000,1.000
2.673,72.171,-14.871,-88.630,-25.681,-3.298,-31.929,-39.547,-0.023,0.923,-0.452,1.495,-0.549,-0.153,73.333,32788.000,1.000
3.304,64.748,-13.366,-79.902,-2.255,-0.696,-32.210,-44.648,-0.021,0.923,-0.450,1.373,-0.549,-0.153,73.333,32789.000,1.000
3.801,53.424,-13.408,-69.283,20.022,0.830,-32.771,-47.308,-0.024,0.923,-0.448,1.312,-0.610,-0.183,73.333,32790.000,1.000
4.270,40.691,-14.583,-56.850,39.194,2.288,-33.139,-46.923,-0.024,0.923,-0.450,1.312,-0.549,-0.153,73.333,32791.000,1.000
5.040,28.547,-16.081,-43.126,54.453,4.657,-32.378,-42.520,-0.025,0.922,-0.449,1.160,-0.580,-0.092,73.333,32792.000,1.000
6.508,18.181,-17.213,-29.441,65.597,8.166,-29.935,-33.607,-0.025,0.921,-0.448,1.068,-0.610,-0.092,73.333,32793.000,1.000
8.790,9.966,-17.901,-17.894,72.078,11.744,-26.656,-21.308,-0.025,0.923,-0.448,1.068,-0.763,-0.122,73.333,32794.000,1.000
11.600,3.595,-18.692,-10.462,72.914,13.658,-23.517,-7.689,-0.025,0.922,-0.450,1.129,-0.885,-0.122,73.333,32795.000,1.000
14.438,-1.029,-20.123,-7.926,67.324,12.763,-21.399,4.744,-0.024,0.921,-0.454,1.068,-0.916,-0.153,73.333,32796.000,1.000
16.943,-3.396,-22.003,-9.098,55.647,9.857,-19.758,14.996,-0.024,0.919,-0.452,0.916,-0.916,-0.244,73.333,32797.000,1.000
19.095,-2.513,-23.552,-11.581,39.434,7.166,-17.442,23.573,-0.022,0.919,-0.449,0.763,-0.977,-0.305,73.333,32798.000,1.000
21.059,2.534,-24.116,-13.342,20.989,6.601,-14.192,30.903,-0.023,0.919,-0.454,0.793,-1.099,-0.397,73.333,32799.000,1.000
22.880,11.679,-23.622,-13.583,2.825,8.799,-10.145,36.756,-0.023,0.919,-0.452,0.763,-1.068,-0.397,73.333,32800.000,1.000
24.351,23.562,-22.530,-12.961,-13.102,12.786,-6.549,39.400,-0.022,0.921,-0.452,0.732,-1.099,-0.397,73.333,32801.000,1.000
25.065,35.315,-21.717,-13.085,-25.646,16.572,-4.585,37.065,-0.021,0.919,-0.451,0.793,-1.099,-0.519,73.333,32802.000,1.000
24.579,43.334,-22.326,-15.728,-34.373,17.913,-4.916,28.944,-0.021,0.918,-0.451,0.854,-1.007,-0.519,73.333,32803.000,1.000
22.798,45.157,-24.937,-21.508,-39.039,15.586,-7.583,15.508,-0.021,0.918,-0.453,0.824,-1.007,-0.610,73.333,32804.000,1.000
20.221,40.746,-28.744,-28.910,-39.218,10.525,-11.099,-0.906,-0.022,0.917,-0.453,0.763,-1.007,-0.580,73.333,32805.000,1.000
17.606,32.371,-31.935,-35.196,-34.845,4.891,-14.271,-17.600,-0.022,0.919,-0.451,0.793,-0.916,-0.641,73.333,32806.000,1.000
15.278,22.810,-33.040,-38.028,-26.768,0.617,-16.495,-32.168,-0.021,0.919,-0.452,0.824,-1.007,-0.610,73.333,32807.000,1.000
12.833,14.048,-31.901,-36.591,-16.832,-1.589,-18.136,-43.427,-0.021,0.918,-0.454,0.885,-1.038,-0.488,73.333,32808.000,1.000
9.792,7.485,-29.162,-31.376,-6.830,-1.945,-20.203,-51.464,-0.025,0.919,-0.455,0.946,-0.885,-0.458,73.333,32809.000,1.000
6.433,4.203,-25.267,-23.311,2.653,-0.562,-22.405,-56.009,-0.025,0.916,-0.453,0.977,-1.038,-0.488,73.333,32810.000,1.000
3.690,4.813,-20.397,-13.712,11.711,2.471,-24.141,-56.845,-0.024,0.916,-0.456,1.007,-1.068,-0.580,73.333,32811.000,1.000
2.274,8.715,-15.124,-4.321,20.056,6.788,-24.768,-53.772,-0.025,0.915,-0.455,1.068,-1.099,-0.610,73.333,32812.000,1.000
2.026,14.206,-10.710,2.947,26.558,11.431,-24.472,-47.189,-0.024,0.917,-0.454,1.190,-1.129,-0.641,73.333,32813.000,1.000
2.247,19.754,-8.225,6.899,29.976,15.206,-24.470,-38.264,-0.026,0.916,-0.450,1.282,-1.221,-0.641,73.333,32814.000,1.000
2.397,24.658,-7.694,7.743,29.999,17.551,-25.055,-27.617,-0.025,0.917,-0.451,1.282,-1.190,-0.671,73.333,32815.000,1.000
2.343,28.946,-8.363,6.368,27.307,18.450,-25.943,-15.748,-0.025,0.919,-0.453,1.160,-1.282,-0.641,73.333,32816.000,1.000
2.273,32.507,-9.398,3.590,23.246,18.345,-25.996,-2.876,-0.025,0.920,-0.453,1.160,-1.190,-0.610,73.333,32817.000,1.000
2.493,34.553,-10.407,-0.273,19.058,17.706,-24.345,10.376,-0.023,0.920,-0.452,1.282,-1.099,-0.702,73.333,32818.000,1.000
3.331,34.087,-11.234,-5.051,15.366,16.730,-21.491,22.582,-0.023,0.920,-0.454,1.282,-1.160,-0.763,73.333,32819.000,1.000
5.016,30.491,-11.523,-9.974,12.312,15.703,-17.921,32.937,-0.023,0.923,-0.452,1.221,-1.221,-0.641,73.333,32820.000,1.000
7.279,23.757,-11.030,-14.173,9.625,14.675,-14.560,40.841,-0.022,0.923,-0.452,1.190,-1.160,-0.610,73.333,32821.000,1.000
9.302,14.016,-10.181,-17.441,7.003,13.344,-12.024,46.068,-0.021,0.923,-0.454,1.160,-1.129,-0.488,73.333,32822.000,1.000
10.306,1.781,-9.877,-20.231,4.430,11.277,-10.438,48.627,-0.021,0.924,-0.456,1.038,-1.068,-0.397,73.333,32823.000,1.000
10.127,-11.483,-10.676,-22.971,2.269,8.324,-9.817,48.319,-0.021,0.924,-0.455,0.885,-0.885,-0.275,73.333,32824.000,1.000
9.172,-23.957,-12.499,-25.535,1.108,4.861,-9.404,45.129,-0.021,0.924,-0.451,0.885,-0.977,-0.153,73.333,32825.000,1.000
7.998,-34.028,-14.782,-27.344,1.370,1.471,-8.737,38.880,-0.022,0.923,-0.450,0.763,-0.916,-0.153,73.333,32826.000,1.000
6.993,-40.747,-16.534,-27.298,3.388,-0.788,-6.781,30.498,-0.022,0.923,-0.452,0.671,-0.916,-0.214,73.333,32827.000,1.000
6.263,-44.072,-16.904,-24.476,7.179,-0.937,-2.417,21.537,-0.020,0.923,-0.456,0.702,-0.824,-0.153,73.333,32828.000,1.000
5.681,-44.766,-16.011,-19.182,12.058,0.722,3.816,12.524,-0.021,0.921,-0.455,0.732,-0.885,-0.061,73.333,32829.000,1.000
4.969,-44.056,-15.006,-12.908,16.803,2.693,10.377,3.392,-0.021,0.921,-0.457,0.671,-0.763,-0.122,73.333,32830.000,1.000
3.760,-42.718,-15.152,-7.512,20.027,3.194,14.987,-6.342,-0.021,0.920,-0.455,0.519,-0.763,-0.092,73.333,32831.000,1.000
1.813,-41.075,-16.863,-4.057,20.891,1.444,16.671,-16.248,-0.021,0.920,-0.453,0.549,-0.580,-0.092,73.333,32832.000,1.000
-0.658,-39.212,-19.565,-2.390,19.532,-2.098,16.168,-24.927,-0.022,0.919,-0.452,0.549,-0.488,-0.153,73.333,32833.000,1.000
-2.745,-36.460,-21.933,-1.328,17.127,-6.106,14.860,-30.888,-0.023,0.919,-0.453,0.488,-0.458,-0.061,73.333,32834.000,1.000
-3.163,-31.457,-22.391,0.837,15.348,-8.650,14.957,-32.385,-0.023,0.918,-0.452,0.488,-0.519,0.000,73.333,32835.000,1.000
-1.174,-22.965,-19.942,5.185,15.021,-8.294,17.683,-28.925,-0.022,0.917,-0.455,0.519,-0.519,0.031,73.333,32836.000,1.000
